sample,prediction,p_left_raw,p_right_raw,name ,integrator,threshold
13247,right_hand,0.042514368891716,0.9574856162071228,IntegradorFuga,4.24506364390254,1.0
13311,right_hand,0.040483538061380386,0.9595164656639099,IntegradorFuga,4.428332187235355,1.0
13375,right_hand,0.06990958750247955,0.9300903677940369,IntegradorFuga,4.477845624089241,1.0
13439,right_hand,0.20527492463588715,0.7947251200675964,IntegradorFuga,4.1861850917339325,1.0
13503,right_hand,0.2791479229927063,0.7208521366119385,IntegradorFuga,3.725339364260435,1.0
13567,right_hand,0.16136252880096436,0.8386374711990356,IntegradorFuga,3.4876430593430996,1.0
13631,right_hand,0.10511738061904907,0.8948826193809509,IntegradorFuga,3.358375370502472,1.0
13695,right_hand,0.14046677947044373,0.8595332503318787,IntegradorFuga,3.2172610610723495,1.0
13759,right_hand,0.1625763475894928,0.8374236226081848,IntegradorFuga,3.3026581406593323,1.0
13823,right_hand,0.36469945311546326,0.6353005170822144,IntegradorFuga,3.131554991006851,1.0
13887,right_hand,0.30504676699638367,0.694953203201294,IntegradorFuga,2.84418648481369,1.0
13951,right_hand,0.5785526037216187,0.42144742608070374,IntegradorFuga,1.8973160684108734,1.0
14015,,0.7405972480773926,0.25940272212028503,IntegradorFuga,0.6970550715923309,1.0
14079,,0.7623069882392883,0.23769304156303406,IntegradorFuga,0.09464892148971549,1.0
14143,left_hand,0.8025195598602295,0.19748038053512573,IntegradorFuga,-1.3780463933944702,1.0
14207,left_hand,0.9135146737098694,0.0864853709936142,IntegradorFuga,-2.5949821323156357,1.0
14271,left_hand,0.9339516758918762,0.06604831665754318,IntegradorFuga,-3.305780313909054,1.0
14335,left_hand,0.8965192437171936,0.1034807488322258,IntegradorFuga,-3.617624282836914,1.0
14399,left_hand,0.8941536545753479,0.1058463379740715,IntegradorFuga,-3.881317652761936,1.0
14463,left_hand,0.9112226366996765,0.08877739310264587,IntegradorFuga,-4.098723717033863,1.0
14527,left_hand,0.9017525315284729,0.09824741631746292,IntegradorFuga,-4.075199529528618,1.0
14591,left_hand,0.9168931841850281,0.0831068605184555,IntegradorFuga,-4.041082493960857,1.0
14655,left_hand,0.904115617275238,0.09588439762592316,IntegradorFuga,-4.0562752187252045,1.0
14719,left_hand,0.8340529799461365,0.1659470498561859,IntegradorFuga,-3.9360738322138786,1.0
14783,left_hand,0.8803865909576416,0.11961334943771362,IntegradorFuga,-3.874401830136776,1.0
14847,left_hand,0.9083717465400696,0.09162823110818863,IntegradorFuga,-3.887640230357647,1.0
14911,left_hand,0.8623479008674622,0.13765206933021545,IntegradorFuga,-3.778549738228321,1.0
14975,left_hand,0.7961951494216919,0.2038048356771469,IntegradorFuga,-3.562708832323551,1.0
15039,left_hand,0.7086701393127441,0.2913298010826111,IntegradorFuga,-3.3119432404637337,1.0
15103,left_hand,0.47634539008140564,0.5236546397209167,IntegradorFuga,-2.5038607493042946,1.0
15167,left_hand,0.35244181752204895,0.6475581526756287,IntegradorFuga,-1.392000898718834,1.0
15231,,0.06005251035094261,0.9399474263191223,IntegradorFuga,0.21258984878659248,1.0
15295,right_hand,0.0528385303914547,0.9471614956855774,IntegradorFuga,1.8118929766118526,1.0
15359,right_hand,0.04973987117409706,0.9502601623535156,IntegradorFuga,3.017163757234812,1.0
15423,right_hand,0.054860811680555344,0.9451391696929932,IntegradorFuga,3.8601328656077385,1.0
15487,right_hand,0.0384707897901535,0.9615292549133301,IntegradorFuga,4.488074995577335,1.0
15551,right_hand,0.06445902585983276,0.935541033744812,IntegradorFuga,4.479262087494135,1.0
15615,right_hand,0.15085290372371674,0.8491471409797668,IntegradorFuga,4.283233359456062,1.0
15679,right_hand,0.2814926207065582,0.7185073494911194,IntegradorFuga,3.819727797061205,1.0
15743,right_hand,0.2857000231742859,0.7143000364303589,IntegradorFuga,3.35804945230484,1.0
15807,right_hand,0.19503530859947205,0.8049647212028503,IntegradorFuga,3.044920399785042,1.0
15871,right_hand,0.19244781136512756,0.80755215883255,IntegradorFuga,2.788942739367485,1.0
15935,right_hand,0.362199604511261,0.637800395488739,IntegradorFuga,2.366249293088913,1.0
15999,right_hand,0.39147740602493286,0.6085225939750671,IntegradorFuga,2.146279752254486,1.0
16063,right_hand,0.3514727056026459,0.6485272645950317,IntegradorFuga,2.014734297990799,1.0
16127,right_hand,0.40849193930625916,0.5915080904960632,IntegradorFuga,1.5878210365772247,1.0
